date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:16:06	376420/376420	---MC-	200	added ('OK')	application/javascript	date:Sun,%2004%20Jan%202026%2011:46:06%20GMT	https://www.googletagmanager.com/gtag/js?id=G-X8E3JZCS2L	/Users/kryoleith_macsrt/desktop/WBST/www.googletagmanager.com/gtag/js.89078.delayed	(from https://madewithgsap.com/)
17:16:06	3027/3027	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:45%20GMT	https://madewithgsap.com/assets/img/logo.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/logo.svg	(from https://madewithgsap.com/)
17:16:07	245/245	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2004%20Jan%202026%2011:46:14%20GMT	https://madewithgsap.com/effects	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects	(from https://madewithgsap.com/)
17:16:12	31730/31730	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:46:19%20GMT	https://madewithgsap.com/get-started	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/get-started.html	(from https://madewithgsap.com/)
17:16:12	73587/73587	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:46:12%20GMT	https://madewithgsap.com:443/effects/	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com_443/effects/index.html	(from https://madewithgsap.com/)
17:16:12	33914/33914	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:46:12%20GMT	https://madewithgsap.com/faq	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/faq.html	(from https://madewithgsap.com/)
17:16:14	11092/11092	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:46:13%20GMT	https://madewithgsap.com/login	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/login.html	(from https://madewithgsap.com/)
17:16:14	460/460	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:44%20GMT	https://madewithgsap.com/assets/img/enter.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/enter.svg	(from https://madewithgsap.com/)
17:16:15	165/165	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:46%20GMT	https://madewithgsap.com/assets/img/nav/open-menu.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/nav/open-menu.svg	(from https://madewithgsap.com/)
17:16:16	219/219	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:45%20GMT	https://madewithgsap.com/assets/img/nav/close-menu.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/nav/close-menu.svg	(from https://madewithgsap.com/)
17:16:17	199/199	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:43%20GMT	https://madewithgsap.com/assets/img/close.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/close.svg	(from https://madewithgsap.com/)
17:17:01	1400/1400	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:43%20GMT	https://madewithgsap.com/assets/img/card1.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/card1.svg	(from https://madewithgsap.com/)
17:17:01	583/583	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:43%20GMT	https://madewithgsap.com/assets/img/card2.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/card2.svg	(from https://madewithgsap.com/)
17:17:02	6177829/6177829	---M--	200	added ('OK')	video/mp4	etag:%22def080a7508e377720e2e50db8eff71a%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/hero_optim.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/hero_optim.12.delayed	(from https://madewithgsap.com/)
17:17:02	1794/1794	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:43%20GMT	https://madewithgsap.com/assets/img/card3.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/card3.svg	(from https://madewithgsap.com/)
17:17:03	187/187	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:45%20GMT	https://madewithgsap.com/assets/img/i.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/i.svg	(from https://madewithgsap.com/)
17:17:04	578/578	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:46%20GMT	https://madewithgsap.com/assets/img/t.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/t.svg	(from https://madewithgsap.com/)
17:17:05	31965/31965	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Sep%202025%2014:05:46%20GMT	https://madewithgsap.com/assets/img/logos1.png	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/logos1.png	(from https://madewithgsap.com/)
17:17:06	22664/22664	---M--	200	added ('OK')	image/png	date:Mon,%2015%20Sep%202025%2014:05:48%20GMT	https://madewithgsap.com/assets/img/logos2.png	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/logos2.png	(from https://madewithgsap.com/)
17:17:08	270164/270164	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2022:08:42%20GMT	https://madewithgsap.com/assets/img/1.png	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/1.png	(from https://madewithgsap.com/)
17:17:08	64031/64031	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2022:08:42%20GMT	https://madewithgsap.com/assets/img/2.png	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/2.png	(from https://madewithgsap.com/)
17:17:10	142584/142584	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2022:08:42%20GMT	https://madewithgsap.com/assets/img/3.png	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/3.png	(from https://madewithgsap.com/)
17:17:11	2046243/2046243	---M--	200	added ('OK')	video/mp4	etag:%221c1b1fe4ebb43b4e46a77464af770cde%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/tutorial-optim.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/tutorial-optim.mp4	(from https://madewithgsap.com/)
17:17:11	4955/4955	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2022:08:43%20GMT	https://madewithgsap.com/assets/img/bio1.png	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/bio1.png	(from https://madewithgsap.com/)
17:18:02	9122/9122	---M-Z	200	added ('OK')	text/html	etag:%229b07d6df0bacbb21bd551e87f2e941b8-ssl-df%22	https://michaelg.fr/	/Users/kryoleith_macsrt/desktop/WBST/michaelg.fr/index.html	(from https://madewithgsap.com/)
17:18:02	13453/13453	---M--	200	added ('OK')	image/png	date:Thu,%2003%20Apr%202025%2022:08:43%20GMT	https://madewithgsap.com/assets/img/bio2.png	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/bio2.png	(from https://madewithgsap.com/)
17:18:05	587/587	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:46%20GMT	https://madewithgsap.com/assets/img/plusy.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/plusy.svg	(from https://madewithgsap.com/)
17:18:06	460/460	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:44%20GMT	https://madewithgsap.com/assets/img/enter-wh.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/enter-wh.svg	(from https://madewithgsap.com/)
17:18:07	28288/28288	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:07%20GMT	https://madewithgsap.com/permissions-terms	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/permissions-terms.html	(from https://madewithgsap.com/)
17:18:09	25594/25594	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:08%20GMT	https://madewithgsap.com/privacy-policy	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/privacy-policy.html	(from https://madewithgsap.com/)
17:18:10	72212/72212	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Apr%202025%2022:08:48%20GMT	https://madewithgsap.com/assets/landing/gsap.js	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/landing/gsap.js	(from https://madewithgsap.com/)
17:18:10	43378/43378	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Apr%202025%2022:08:48%20GMT	https://madewithgsap.com/assets/landing/scrolltrigger.js	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/landing/scrolltrigger.js	(from https://madewithgsap.com/)
17:18:11	7087/7087	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Apr%202025%2022:08:47%20GMT	https://madewithgsap.com/assets/landing/customease.js	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/landing/customease.js	(from https://madewithgsap.com/)
17:18:12	13015/13015	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Apr%202025%2022:08:48%20GMT	https://madewithgsap.com/assets/landing/lenis.js	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/landing/lenis.js	(from https://madewithgsap.com/)
17:18:13	16942/16942	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2003%20Apr%202025%2022:08:49%20GMT	https://madewithgsap.com/assets/tutorial/prism.js	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/tutorial/prism.js	(from https://madewithgsap.com/)
17:18:14	7433/7433	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2030%20Apr%202025%2007:18:22%20GMT	https://madewithgsap.com/assets/landing/InertiaPlugin.min.js	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/landing/InertiaPlugin.min.js	(from https://madewithgsap.com/)
17:18:15	23832/23832	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2030%20Nov%202025%2023:12:54%20GMT	https://madewithgsap.com/assets/landing/app2.js	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/landing/app2.js	(from https://madewithgsap.com/)
17:18:16	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2004%20Jan%202026%2011:48:16%20GMT	https://www.googletagmanager.com/robots.txt		(from https://madewithgsap.com/)
17:18:16	52850/52850	---M--	200	added ('OK')	image/jpeg	date:Thu,%2003%20Apr%202025%2022:08:45%20GMT	https://madewithgsap.com/assets/img/og.jpg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/og.html	(from https://madewithgsap.com/assets/img/og.jpg)
17:18:18	2302/2302	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:17%20GMT	https://madewithgsap.com:443/robots.txt		(from https://madewithgsap.com/)
17:18:18	54696/54696	---M--	200	added ('OK')	image/webp	date:Wed,%2030%20Apr%202025%2007:19:35%20GMT	https://madewithgsap.com/assets/collection/thumb_webp/000.webp	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/collection/thumb_webp/000.webp	(from https://madewithgsap.com:443/effects/)
17:18:20	450989/450989	---M--	200	added ('OK')	video/mp4	etag:%22053b9a0021aefb05dbfb225b9607c30f%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/000.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/000.mp4	(from https://madewithgsap.com:443/effects/)
17:18:21	12151/12151	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:20%20GMT	https://madewithgsap.com/effects/effect000	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/effect000.html	(from https://madewithgsap.com:443/effects/)
17:18:21	716/716	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:47%20GMT	https://madewithgsap.com/assets/img/tutorial/view-wh.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/tutorial/view-wh.svg	(from https://madewithgsap.com:443/effects/)
17:18:23	47849/47849	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:22%20GMT	https://madewithgsap.com/effects/tutorial000	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/tutorial000.html	(from https://madewithgsap.com:443/effects/)
17:18:23	639/639	---M--	200	added ('OK')	image/svg+xml	date:Thu,%2003%20Apr%202025%2022:08:44%20GMT	https://madewithgsap.com/assets/img/collection/pen.svg	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/img/collection/pen.svg	(from https://madewithgsap.com:443/effects/)
17:18:24	39062/39062	---M--	200	added ('OK')	image/webp	date:Thu,%2003%20Apr%202025%2022:08:38%20GMT	https://madewithgsap.com/assets/collection/thumb_webp/001.webp	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/collection/thumb_webp/001.webp	(from https://madewithgsap.com:443/effects/)
17:18:26	545241/545241	---M--	200	added ('OK')	video/mp4	etag:%224d39a9966ab4c3b0f845814081b08625%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/001.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/001.mp4	(from https://madewithgsap.com:443/effects/)
17:18:27	10849/10849	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:26%20GMT	https://madewithgsap.com/effects/effect001	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/effect001.html	(from https://madewithgsap.com:443/effects/)
17:18:27	24633/24633	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:27%20GMT	https://madewithgsap.com/effects/tutorial001	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/tutorial001.html	(from https://madewithgsap.com:443/effects/)
17:18:28	13156/13156	---M--	200	added ('OK')	image/webp	date:Thu,%2003%20Apr%202025%2022:08:38%20GMT	https://madewithgsap.com/assets/collection/thumb_webp/002.webp	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/collection/thumb_webp/002.webp	(from https://madewithgsap.com:443/effects/)
17:18:30	257674/257674	---M--	200	added ('OK')	video/mp4	etag:%229b9773917e60fe98b9b4486278a7b0fc%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/002.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/002.mp4	(from https://madewithgsap.com:443/effects/)
17:18:31	10905/10905	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:30%20GMT	https://madewithgsap.com/effects/effect002	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/effect002.html	(from https://madewithgsap.com:443/effects/)
17:18:32	24594/24594	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:31%20GMT	https://madewithgsap.com/effects/tutorial002	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/tutorial002.html	(from https://madewithgsap.com:443/effects/)
17:18:32	18968/18968	---M--	200	added ('OK')	image/webp	date:Thu,%2003%20Apr%202025%2022:08:38%20GMT	https://madewithgsap.com/assets/collection/thumb_webp/003.webp	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/collection/thumb_webp/003.webp	(from https://madewithgsap.com:443/effects/)
17:18:34	322590/322590	---M--	200	added ('OK')	video/mp4	etag:%2247e2a0cc342906269fb1935ad2ccf3cf%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/003.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/003.mp4	(from https://madewithgsap.com:443/effects/)
17:18:34	10905/10905	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:34%20GMT	https://madewithgsap.com/effects/effect003	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/effect003.html	(from https://madewithgsap.com:443/effects/)
17:18:36	25099/25099	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:35%20GMT	https://madewithgsap.com/effects/tutorial003	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/tutorial003.html	(from https://madewithgsap.com:443/effects/)
17:18:36	20820/20820	---M--	200	added ('OK')	image/webp	date:Thu,%2003%20Apr%202025%2022:08:38%20GMT	https://madewithgsap.com/assets/collection/thumb_webp/004.webp	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/collection/thumb_webp/004.webp	(from https://madewithgsap.com:443/effects/)
17:18:38	334684/334684	---M--	200	added ('OK')	video/mp4	etag:%223a8ce459f7b6bf32cdd62c808b3379af%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/004.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/004.mp4	(from https://madewithgsap.com:443/effects/)
17:18:38	10905/10905	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:38%20GMT	https://madewithgsap.com/effects/effect004	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/effect004.html	(from https://madewithgsap.com:443/effects/)
17:18:40	24589/24589	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:39%20GMT	https://madewithgsap.com/effects/tutorial004	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/tutorial004.html	(from https://madewithgsap.com:443/effects/)
17:18:40	28022/28022	---M--	200	added ('OK')	image/webp	date:Thu,%2003%20Apr%202025%2022:08:38%20GMT	https://madewithgsap.com/assets/collection/thumb_webp/005.webp	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/collection/thumb_webp/005.webp	(from https://madewithgsap.com:443/effects/)
17:18:42	332056/332056	---M--	200	added ('OK')	video/mp4	etag:%22432088d09766ce1772e1c88e7da990ef%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/005.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/005.mp4	(from https://madewithgsap.com:443/effects/)
17:18:43	10905/10905	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:42%20GMT	https://madewithgsap.com/effects/effect005	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/effect005.html	(from https://madewithgsap.com:443/effects/)
17:18:43	24552/24552	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:43%20GMT	https://madewithgsap.com/effects/tutorial005	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/tutorial005.html	(from https://madewithgsap.com:443/effects/)
17:18:44	23218/23218	---M--	200	added ('OK')	image/webp	date:Thu,%2003%20Apr%202025%2022:08:38%20GMT	https://madewithgsap.com/assets/collection/thumb_webp/006.webp	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/collection/thumb_webp/006.webp	(from https://madewithgsap.com:443/effects/)
17:18:46	139263/139263	---M--	200	added ('OK')	video/mp4	etag:%2223bfd63fef970b060888d8824600ad1e%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/006.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/006.mp4	(from https://madewithgsap.com:443/effects/)
17:18:47	10905/10905	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:46%20GMT	https://madewithgsap.com/effects/effect006	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/effect006.html	(from https://madewithgsap.com:443/effects/)
17:18:47	24641/24641	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:47%20GMT	https://madewithgsap.com/effects/tutorial006	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/tutorial006.html	(from https://madewithgsap.com:443/effects/)
17:18:48	28102/28102	---M--	200	added ('OK')	image/webp	date:Thu,%2003%20Apr%202025%2022:08:38%20GMT	https://madewithgsap.com/assets/collection/thumb_webp/007.webp	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/collection/thumb_webp/007.webp	(from https://madewithgsap.com:443/effects/)
17:18:50	544619/544619	---M--	200	added ('OK')	video/mp4	etag:%225e4efac19ae9c654eaf4e6754bcc3b0f%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/007.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/007.mp4	(from https://madewithgsap.com:443/effects/)
17:18:50	10905/10905	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:50%20GMT	https://madewithgsap.com/effects/effect007	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/effect007.html	(from https://madewithgsap.com:443/effects/)
17:18:52	24807/24807	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:51%20GMT	https://madewithgsap.com/effects/tutorial007	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/tutorial007.html	(from https://madewithgsap.com:443/effects/)
17:18:52	32228/32228	---M--	200	added ('OK')	image/webp	date:Thu,%2003%20Apr%202025%2022:08:38%20GMT	https://madewithgsap.com/assets/collection/thumb_webp/008.webp	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/collection/thumb_webp/008.webp	(from https://madewithgsap.com:443/effects/)
17:18:54	1041207/1041207	---M--	200	added ('OK')	video/mp4	etag:%2257d41c8d4001bb19d267c056d7d41ade%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/008.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/008.mp4	(from https://madewithgsap.com:443/effects/)
17:18:55	10905/10905	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:54%20GMT	https://madewithgsap.com/effects/effect008	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/effect008.html	(from https://madewithgsap.com:443/effects/)
17:18:56	25134/25134	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:55%20GMT	https://madewithgsap.com/effects/tutorial008	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/tutorial008.html	(from https://madewithgsap.com:443/effects/)
17:18:56	13098/13098	---M--	200	added ('OK')	image/webp	date:Thu,%2003%20Apr%202025%2022:08:38%20GMT	https://madewithgsap.com/assets/collection/thumb_webp/009.webp	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/assets/collection/thumb_webp/009.webp	(from https://madewithgsap.com:443/effects/)
17:18:58	250929/250929	---M--	200	added ('OK')	video/mp4	etag:%223462db11258aa1d591fb2684f2bb642b%22	https://pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/009.mp4	/Users/kryoleith_macsrt/desktop/WBST/pub-8ca9b5847fbb4d4fb97b3497fb9521d5.r2.dev/video_OPTIM/009.mp4	(from https://madewithgsap.com:443/effects/)
17:18:59	10905/10905	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:58%20GMT	https://madewithgsap.com/effects/effect009	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/effect009.html	(from https://madewithgsap.com:443/effects/)
17:19:00	24810/24810	---MCZ	200	added ('OK')	text/html	date:Sun,%2004%20Jan%202026%2011:48:59%20GMT	https://madewithgsap.com/effects/tutorial009	/Users/kryoleith_macsrt/desktop/WBST/madewithgsap.com/effects/tutorial009.html	(from https://madewithgsap.com:443/effects/)
